,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat
464,1,21,39,1,7,25.0,2,1,0.0,0,4,3
465,1,71,46,0,27,119.0,5,7,0.0,1,1,4
466,3,11,48,1,5,323.0,4,25,0.0,0,4,3
467,1,24,30,1,7,45.0,1,11,0.0,1,2,1
468,1,65,59,1,27,197.0,4,26,0.0,0,2,2
469,1,16,34,1,13,56.0,3,10,0.0,1,3,1
470,3,37,51,1,26,24.0,4,4,0.0,0,2,2
471,1,5,30,0,4,25.0,3,6,0.0,0,1,3
472,1,3,55,1,9,26.0,5,0,0.0,1,2,2
473,1,5,32,0,6,33.0,4,3,0.0,0,2,1
474,1,60,44,1,4,150.0,2,24,0.0,0,2,4
475,2,19,37,1,4,99.0,2,15,0.0,1,3,2
476,3,54,40,0,19,50.0,4,12,0.0,1,2,4
477,2,25,41,0,3,81.0,3,20,0.0,1,4,3
478,2,1,36,0,6,21.0,1,1,0.0,0,2,2
479,3,54,68,0,7,273.0,3,27,0.0,1,1,1
480,1,14,31,1,9,39.0,3,4,0.0,1,7,1
481,3,14,28,1,7,17.0,2,3,0.0,0,4,1
482,2,10,45,1,8,115.0,3,17,0.0,1,4,2
483,1,7,23,0,3,27.0,2,1,0.0,1,3,1
484,2,33,45,0,24,35.0,1,6,0.0,0,1,3
485,1,3,23,0,2,20.0,2,4,0.0,0,1,1
486,2,56,58,1,3,92.0,1,25,0.0,0,3,1
487,2,54,56,0,8,207.0,2,35,0.0,1,1,3
488,1,72,55,1,28,40.0,1,11,0.0,0,5,2
489,1,18,29,0,4,40.0,2,1,0.0,0,1,3
490,3,25,29,0,9,55.0,4,1,0.0,0,1,1
491,1,42,62,0,26,26.0,1,35,1.0,1,1,1
492,3,4,37,0,2,41.0,2,8,0.0,0,1,1
493,2,12,50,1,16,203.0,4,25,0.0,0,2,1
494,2,53,64,1,17,380.0,2,36,0.0,1,2,3
495,2,13,38,1,8,104.0,4,6,0.0,0,7,4
496,3,18,31,1,12,24.0,3,4,0.0,0,4,2
497,3,67,42,1,20,81.0,3,20,0.0,1,5,4
498,2,6,24,0,2,17.0,1,1,0.0,0,1,3
499,1,25,46,0,13,45.0,1,12,0.0,1,1,3
500,2,15,39,0,19,32.0,2,2,0.0,0,1,2
501,3,32,35,0,12,57.0,4,5,0.0,0,1,2
502,2,22,39,0,0,63.0,4,9,0.0,0,1,2
503,2,8,22,0,3,25.0,4,0,0.0,0,1,3
504,1,3,31,1,4,22.0,1,1,0.0,0,2,1
505,2,32,54,0,6,155.0,2,20,0.0,0,1,1
506,1,49,54,0,24,30.0,2,5,0.0,0,1,2
507,2,2,28,0,7,46.0,3,0,0.0,1,1,4
508,1,39,47,0,1,68.0,4,10,0.0,1,2,2
509,1,42,33,0,2,67.0,2,5,0.0,0,2,2
510,1,28,36,0,3,69.0,3,2,0.0,0,1,4
511,2,41,46,1,14,47.0,2,11,0.0,0,5,4
512,3,67,50,1,31,83.0,2,12,0.0,0,2,2
513,1,38,40,0,15,34.0,2,11,0.0,1,1,2
514,2,18,38,0,8,45.0,2,2,0.0,1,4,4
515,2,6,42,1,17,29.0,2,2,0.0,1,2,4
516,2,4,36,0,0,21.0,2,1,0.0,1,3,1
517,1,13,23,1,3,30.0,3,0,0.0,1,4,4
518,1,20,35,0,0,78.0,4,7,0.0,0,1,4
519,1,34,49,1,27,61.0,3,15,0.0,1,2,3
520,1,46,29,1,4,90.0,5,3,0.0,0,4,4
521,1,48,41,0,21,43.0,2,7,0.0,0,1,2
522,3,69,61,1,12,301.0,2,37,0.0,0,2,3
523,1,32,34,1,7,32.0,2,15,0.0,0,4,1
524,1,29,29,0,9,41.0,2,9,0.0,0,2,2
525,3,55,52,0,22,127.0,1,28,0.0,1,3,2
526,3,72,60,1,36,271.0,1,43,0.0,1,2,3
527,3,29,26,0,1,32.0,3,2,0.0,1,1,1
528,2,50,25,1,1,36.0,4,2,0.0,1,5,4
529,3,35,50,1,11,293.0,3,21,0.0,0,2,1
530,3,11,63,0,9,41.0,3,3,0.0,0,1,1
531,1,9,29,0,9,39.0,3,5,0.0,1,1,1
532,2,51,48,0,27,58.0,1,18,0.0,0,1,3
533,1,33,34,1,2,28.0,1,3,0.0,1,3,2
534,1,25,20,0,0,15.0,2,0,0.0,0,2,3
535,3,31,34,0,9,105.0,4,7,0.0,1,4,3
536,2,67,40,1,10,80.0,4,8,0.0,1,2,4
537,3,55,45,0,8,36.0,2,9,0.0,0,3,3
538,3,19,50,0,7,112.0,4,3,0.0,1,1,4
539,1,39,34,1,11,55.0,4,10,0.0,1,4,4
540,2,52,35,1,8,40.0,4,1,0.0,0,2,3
541,3,55,37,1,15,23.0,2,0,0.0,1,5,3
542,2,25,62,0,27,28.0,4,33,1.0,1,1,4
543,3,33,58,0,12,21.0,2,23,1.0,1,1,1
544,2,48,35,0,5,63.0,4,12,0.0,0,2,3
545,2,48,31,1,12,52.0,4,3,0.0,0,3,4
546,2,49,57,0,3,189.0,1,31,0.0,1,3,1
547,3,54,32,1,0,50.0,1,15,0.0,0,3,3
548,1,45,32,1,9,23.0,1,15,0.0,0,4,1
549,3,4,37,1,1,33.0,2,15,0.0,1,5,1
550,3,49,27,1,3,29.0,3,6,0.0,1,3,2
551,2,23,35,0,2,96.0,3,4,0.0,0,1,4
552,2,31,44,0,23,80.0,5,15,0.0,0,1,2
553,2,55,44,1,2,68.0,2,15,0.0,0,5,3
554,1,9,28,0,7,30.0,1,4,0.0,1,6,1
555,2,55,57,1,25,34.0,2,12,0.0,0,3,1
556,1,34,30,0,3,35.0,2,2,0.0,1,3,3
557,1,10,23,0,4,36.0,2,1,0.0,0,3,3
558,2,62,76,0,20,35.0,3,18,1.0,1,1,2
559,2,51,36,0,13,62.0,3,9,0.0,0,2,4
560,1,65,48,0,28,94.0,1,25,0.0,0,1,2
561,3,53,33,0,1,60.0,1,6,0.0,0,2,4
562,1,23,35,0,4,118.0,2,11,0.0,0,1,1
563,3,1,30,0,3,135.0,4,3,0.0,0,3,1
564,3,66,55,0,20,80.0,2,24,0.0,1,1,3
565,3,8,27,1,0,21.0,3,3,0.0,1,2,2
566,3,18,28,1,3,22.0,1,2,0.0,1,5,1
567,3,36,32,1,3,63.0,4,7,0.0,0,4,2
568,1,13,40,0,16,142.0,2,18,0.0,1,1,1
569,3,4,44,0,15,32.0,3,0,0.0,1,1,3
570,3,20,32,0,10,19.0,3,5,0.0,0,1,2
571,1,66,39,1,12,60.0,4,10,0.0,0,3,4
572,3,67,47,1,7,97.0,1,23,0.0,0,4,3
573,1,11,24,1,0,31.0,2,3,0.0,1,4,4
574,1,6,26,0,7,30.0,3,1,0.0,1,2,1
575,2,13,23,1,4,31.0,1,5,0.0,1,4,1
576,2,2,29,1,3,44.0,2,9,0.0,1,6,4
577,1,4,40,0,12,38.0,2,5,0.0,0,1,1
578,1,34,63,1,10,23.0,2,0,0.0,1,2,4
579,1,13,34,1,6,37.0,3,6,0.0,0,4,3
580,2,37,40,1,14,26.0,2,0,0.0,0,5,2
581,1,45,30,1,8,38.0,2,5,0.0,0,6,3
582,2,71,70,0,30,153.0,3,34,1.0,1,1,3
583,1,35,40,0,5,49.0,1,20,0.0,1,1,1
584,3,44,41,0,21,51.0,3,7,0.0,0,1,1
585,3,44,45,1,19,88.0,1,21,0.0,0,2,3
586,1,26,41,1,20,19.0,1,0,0.0,1,6,1
587,2,42,46,1,9,31.0,1,12,0.0,1,3,1
588,2,41,47,1,6,90.0,2,19,0.0,0,3,1
589,1,31,24,1,3,14.0,1,0,0.0,0,4,1
590,3,62,63,0,43,341.0,2,30,0.0,0,1,3
591,1,12,23,1,2,24.0,4,0,0.0,1,8,4
592,2,45,49,1,27,81.0,2,7,0.0,1,4,3
593,1,47,34,1,4,63.0,2,13,0.0,1,4,1
594,2,23,22,1,1,27.0,1,4,0.0,0,5,3
595,3,39,34,0,4,20.0,5,3,0.0,1,1,4
596,2,19,26,0,2,48.0,3,0,0.0,0,2,3
597,1,13,54,0,12,121.0,4,23,0.0,0,1,3
598,2,5,33,0,6,39.0,3,4,0.0,0,3,4
599,2,11,19,0,0,21.0,2,0,0.0,0,1,1
600,3,4,32,0,2,53.0,4,5,0.0,0,1,1
601,3,17,42,0,8,58.0,1,23,0.0,0,1,2
602,2,7,27,0,3,39.0,3,2,0.0,0,1,1
603,1,19,65,0,3,108.0,1,33,0.0,0,3,3
604,2,32,34,1,0,38.0,1,10,0.0,0,4,2
605,2,53,51,0,31,245.0,4,0,0.0,0,1,2
606,1,51,38,0,19,51.0,1,18,0.0,1,1,3
607,1,35,34,0,7,78.0,4,10,0.0,1,1,1
608,1,3,31,1,4,23.0,4,4,0.0,0,5,4
609,1,22,48,0,7,88.0,4,12,0.0,0,1,1
610,3,17,21,1,0,25.0,2,1,0.0,1,3,3
611,2,68,39,0,20,73.0,2,16,0.0,1,1,2
612,2,27,41,1,7,62.0,4,15,0.0,1,2,3
613,3,68,52,1,8,456.0,3,30,0.0,1,4,3
614,3,56,42,1,10,24.0,2,5,0.0,0,2,3
615,3,11,32,0,8,23.0,2,0,0.0,1,1,1
616,3,5,47,0,7,46.0,1,6,0.0,1,1,1
617,3,16,50,0,5,263.0,2,29,0.0,1,3,3
618,2,59,30,0,2,34.0,4,2,0.0,1,1,2
619,1,60,64,0,14,33.0,2,13,1.0,0,1,4
620,3,55,47,0,11,37.0,1,11,0.0,0,1,3
621,1,18,56,0,22,296.0,2,25,0.0,0,1,1
622,2,16,22,0,0,26.0,3,0,0.0,1,3,2
623,1,35,57,1,32,47.0,4,12,0.0,0,2,2
624,3,31,23,1,1,31.0,3,1,0.0,1,2,4
625,2,20,49,1,5,264.0,2,29,0.0,1,2,1
626,2,16,27,0,5,41.0,4,2,0.0,1,1,4
627,2,69,48,1,27,55.0,2,4,0.0,0,2,3
628,3,69,66,1,31,49.0,2,15,0.0,0,2,1
629,2,27,24,1,3,26.0,1,7,0.0,1,4,1
630,3,48,39,0,20,110.0,4,9,0.0,0,1,3
631,1,18,52,1,20,66.0,1,19,0.0,1,2,1
632,2,24,40,1,4,39.0,3,5,0.0,1,2,3
633,2,17,42,0,6,31.0,2,2,0.0,0,1,4
634,2,9,24,1,3,26.0,4,1,0.0,1,3,1
635,2,15,46,0,5,232.0,4,15,0.0,1,2,4
636,1,62,37,1,10,43.0,4,1,0.0,1,3,2
637,1,9,41,0,12,39.0,4,3,0.0,0,1,1
638,2,71,41,1,10,73.0,2,23,0.0,1,2,3
639,2,62,59,1,37,74.0,1,20,0.0,0,2,3
640,2,20,38,0,19,237.0,4,13,0.0,0,1,4
641,1,19,33,1,11,22.0,1,3,0.0,0,5,3
642,2,49,61,1,28,21.0,1,8,0.0,0,2,3
643,3,3,64,0,3,9.0,2,6,1.0,0,1,1
644,1,33,36,0,2,41.0,5,10,0.0,0,1,1
645,2,38,44,0,1,50.0,4,7,0.0,1,1,2
646,3,42,48,1,14,27.0,3,5,0.0,1,3,4
647,1,11,26,0,2,53.0,3,3,0.0,0,1,4
648,3,27,28,1,0,58.0,3,0,0.0,0,2,3
649,3,23,50,0,1,151.0,4,8,0.0,1,1,1
650,2,4,38,1,13,54.0,2,4,0.0,0,2,3
651,3,36,42,0,5,31.0,1,4,0.0,1,1,1
652,2,37,42,0,10,115.0,1,22,0.0,1,1,3
653,3,24,58,1,30,24.0,1,5,0.0,0,2,1
654,3,4,24,0,1,17.0,2,2,0.0,0,3,1
655,3,54,33,0,5,47.0,2,13,0.0,1,2,3
656,3,7,49,0,8,36.0,1,0,0.0,1,1,3
657,1,10,28,0,9,75.0,4,1,0.0,0,1,4
658,3,24,35,1,10,41.0,5,6,0.0,1,2,2
659,3,12,31,0,8,18.0,4,4,0.0,0,1,1
660,2,45,54,0,25,171.0,3,33,0.0,1,1,3
661,3,59,55,1,29,42.0,3,21,0.0,1,2,2
662,1,3,21,1,1,36.0,3,0,0.0,1,4,1
663,3,8,35,0,6,31.0,5,7,0.0,0,1,4
664,1,16,59,0,5,207.0,2,37,0.0,1,2,4
665,3,32,33,0,1,38.0,1,12,0.0,1,1,1
666,1,8,49,0,14,134.0,4,9,0.0,1,1,4
667,1,9,28,1,8,28.0,3,4,0.0,0,3,2
668,2,12,19,1,0,15.0,2,0,0.0,1,4,2
669,2,24,43,1,15,48.0,4,4,0.0,0,6,4
670,3,72,75,0,48,14.0,2,6,1.0,1,1,2
671,3,58,61,0,42,101.0,4,18,0.0,1,1,2
672,1,70,44,1,24,87.0,2,18,0.0,0,3,3
673,3,9,25,0,3,27.0,1,4,0.0,1,1,1
674,1,49,25,0,1,27.0,5,0,0.0,1,1,2
675,3,52,54,0,7,59.0,3,22,0.0,0,1,3
676,1,10,42,1,10,294.0,4,9,0.0,1,6,4
677,1,14,52,1,2,44.0,3,5,0.0,0,2,3
678,1,19,27,1,3,35.0,2,4,0.0,0,6,4
679,3,12,36,1,4,205.0,4,10,0.0,1,4,2
680,1,65,59,0,27,732.0,3,31,0.0,1,1,2
681,1,67,40,1,14,59.0,3,11,0.0,0,2,3
682,2,29,24,1,3,23.0,1,7,0.0,0,2,3
683,3,55,46,0,8,87.0,2,19,0.0,1,1,1
684,3,71,67,1,25,110.0,1,23,0.0,1,2,3
685,3,5,44,1,2,83.0,3,14,0.0,1,3,3
686,3,60,58,0,0,63.0,4,21,0.0,1,3,2
687,2,10,40,0,6,22.0,3,6,0.0,1,1,1
688,3,52,64,0,44,43.0,3,7,0.0,0,1,4
689,2,61,43,1,22,35.0,2,11,0.0,0,3,2
690,1,61,29,1,5,48.0,2,11,0.0,0,4,2
691,2,67,47,1,19,69.0,3,12,0.0,0,3,3
692,3,41,42,1,12,26.0,4,5,0.0,0,4,2
693,1,30,28,0,1,20.0,1,8,0.0,1,1,1
694,1,24,46,0,12,43.0,2,6,0.0,0,1,4
695,1,72,75,0,37,33.0,1,44,1.0,1,1,2
696,2,17,35,0,7,66.0,2,11,0.0,0,1,4
697,2,65,72,0,46,12.0,2,0,1.0,0,1,3
698,1,15,30,1,8,90.0,2,11,0.0,0,5,4
699,1,34,33,0,8,35.0,3,2,0.0,1,1,2
700,1,26,43,0,23,51.0,5,4,0.0,1,1,2
701,2,36,45,0,22,117.0,3,15,0.0,1,1,2
702,1,60,48,0,29,100.0,2,26,0.0,1,1,3
703,1,16,54,0,20,147.0,1,29,0.0,0,4,3
704,2,1,33,0,5,53.0,4,6,0.0,1,1,1
705,3,56,30,1,9,57.0,5,2,0.0,0,4,2
706,2,6,50,0,5,37.0,2,0,0.0,0,1,2
707,2,48,34,0,7,42.0,3,2,0.0,1,1,2
708,2,34,36,1,17,50.0,1,4,0.0,0,2,3
709,2,54,42,1,0,55.0,4,2,0.0,0,5,4
710,3,38,31,1,2,42.0,2,7,0.0,1,4,4
711,2,25,55,0,15,37.0,1,7,0.0,1,1,1
712,1,47,69,1,17,228.0,3,39,0.0,1,4,4
713,1,72,62,1,35,163.0,5,31,0.0,0,2,4
714,2,6,35,1,6,28.0,4,3,0.0,1,3,4
715,1,30,51,1,9,118.0,5,21,0.0,1,2,1
716,1,65,70,1,9,115.0,2,39,1.0,1,2,4
717,1,22,44,1,19,37.0,4,1,0.0,0,2,3
718,1,60,53,0,32,93.0,1,28,0.0,0,1,3
719,2,19,32,0,12,71.0,4,5,0.0,1,1,4
720,3,18,25,0,4,26.0,2,7,0.0,1,3,1
721,1,9,37,1,10,14.0,4,5,0.0,1,6,1
722,1,1,34,1,6,18.0,1,0,0.0,1,2,1
723,3,10,28,1,2,36.0,4,0,0.0,1,3,4
724,3,45,34,1,14,43.0,4,0,0.0,0,4,2
725,1,25,28,1,6,41.0,4,4,0.0,1,4,3
726,3,66,39,0,1,66.0,2,15,0.0,1,1,2
727,1,27,67,0,1,33.0,4,19,1.0,1,1,3
728,1,19,41,0,5,53.0,4,6,0.0,0,1,1
729,2,17,41,1,9,28.0,4,3,0.0,0,6,1
730,2,16,36,0,13,58.0,4,4,0.0,0,1,1
731,1,8,42,1,2,129.0,4,17,0.0,1,3,1
732,1,3,25,0,0,65.0,4,0,0.0,1,1,4
733,3,59,57,0,26,311.0,3,36,0.0,1,1,1
734,2,45,37,0,2,57.0,3,14,0.0,1,1,2
735,1,66,62,0,31,47.0,2,4,0.0,1,1,2
736,3,28,50,1,7,25.0,1,3,0.0,0,2,1
737,1,15,38,1,11,46.0,5,11,0.0,0,3,1
738,3,39,34,1,10,51.0,3,13,0.0,1,4,4
739,3,38,33,0,4,19.0,2,5,0.0,1,2,3
740,3,34,29,0,5,26.0,3,4,0.0,1,2,2
741,3,60,57,1,18,72.0,5,30,1.0,0,2,4
742,3,72,65,1,33,71.0,1,41,1.0,1,4,3
743,1,42,42,1,9,41.0,2,13,0.0,0,8,3
744,3,32,37,0,9,44.0,2,7,0.0,0,1,1
745,3,48,50,1,4,208.0,4,19,0.0,1,2,4
746,3,63,37,1,1,45.0,4,9,0.0,1,6,2
747,3,45,27,1,3,39.0,3,2,0.0,0,4,2
748,2,68,42,0,16,89.0,4,12,0.0,0,1,2
749,1,6,29,1,4,19.0,2,5,0.0,1,2,1
750,1,68,57,1,33,15.0,2,0,0.0,1,2,4
751,3,72,68,1,26,59.0,2,36,1.0,1,2,4
752,3,53,38,1,15,20.0,3,6,0.0,1,4,2
753,3,20,51,1,11,27.0,4,6,0.0,0,3,3
754,2,70,35,1,4,48.0,2,9,0.0,0,3,2
755,3,32,47,0,25,135.0,2,6,0.0,1,1,1
756,2,61,52,1,23,19.0,1,0,0.0,0,2,3
757,1,24,25,1,3,28.0,4,0,0.0,0,3,2
758,2,56,61,1,14,12.0,1,16,1.0,1,2,1
759,3,54,59,0,28,28.0,2,15,0.0,0,1,2
760,3,43,38,1,7,18.0,3,8,0.0,1,3,4
761,1,19,35,0,7,58.0,3,5,0.0,1,1,4
762,3,5,43,0,16,72.0,3,17,0.0,1,1,3
763,1,24,61,1,6,112.0,4,3,0.0,1,4,1
764,3,62,35,1,2,28.0,2,8,0.0,1,2,2
765,2,14,40,0,13,398.0,5,11,0.0,1,1,4
766,3,60,48,1,22,106.0,3,21,0.0,1,3,4
767,2,30,74,1,12,10.0,1,3,1.0,1,2,3
768,1,40,42,1,16,108.0,3,17,0.0,0,4,2
769,2,42,50,1,17,85.0,2,15,0.0,1,4,1
770,1,20,34,0,14,51.0,3,9,0.0,1,1,2
771,1,4,22,1,1,22.0,2,2,0.0,1,3,3
772,2,44,49,1,2,66.0,2,8,0.0,1,4,4
773,3,49,63,0,18,10.0,2,2,1.0,0,1,3
774,3,5,36,1,2,34.0,1,4,0.0,1,2,3
775,3,70,50,1,29,67.0,1,22,0.0,0,4,2
776,1,30,57,1,16,19.0,1,1,0.0,0,4,1
777,2,28,48,0,20,128.0,4,4,0.0,1,1,4
778,1,5,28,1,3,39.0,5,1,0.0,0,6,4
779,2,27,35,0,12,56.0,1,3,0.0,1,1,4
780,2,17,39,0,12,45.0,4,10,0.0,1,1,1
781,1,4,37,1,8,25.0,1,1,0.0,1,5,1
782,1,30,23,1,0,24.0,2,1,0.0,1,4,3
783,3,71,40,1,19,53.0,4,14,0.0,1,2,4
784,3,67,77,0,55,49.0,1,45,1.0,1,1,1
785,3,24,48,1,3,38.0,1,16,0.0,1,2,1
786,1,24,54,1,7,84.0,3,10,0.0,1,2,1
787,2,59,54,0,32,126.0,1,22,0.0,1,1,3
788,3,59,32,0,9,73.0,4,5,0.0,0,1,2
789,3,44,37,1,1,41.0,4,8,0.0,1,6,2
790,1,19,31,1,0,22.0,4,2,0.0,0,3,2
791,2,58,46,1,23,23.0,1,2,0.0,1,2,1
792,1,41,53,1,22,94.0,2,25,0.0,0,2,2
793,2,16,33,0,1,30.0,3,7,0.0,0,4,3
794,3,13,36,0,11,31.0,2,0,0.0,0,1,1
795,1,60,53,0,22,171.0,1,37,0.0,1,1,3
796,2,72,49,1,23,102.0,1,27,0.0,1,6,2
797,2,33,39,0,17,27.0,4,3,0.0,1,1,4
798,2,72,45,1,25,98.0,4,20,0.0,1,2,4
799,1,66,54,1,8,591.0,4,25,0.0,1,2,4
800,3,53,37,1,7,25.0,1,2,0.0,1,6,3
801,2,22,28,1,0,36.0,4,0,0.0,0,4,4
802,2,14,26,1,1,25.0,2,0,0.0,1,3,3
803,1,52,49,0,18,69.0,2,13,0.0,1,2,3
804,3,33,30,1,5,22.0,1,0,0.0,0,2,3
805,3,72,66,0,26,67.0,2,37,1.0,1,1,3
806,1,40,40,1,3,73.0,4,12,0.0,1,4,3
807,2,29,26,0,1,22.0,4,2,0.0,1,1,4
808,3,63,67,0,22,9.0,2,12,1.0,0,1,3
809,2,56,54,0,25,147.0,3,31,0.0,1,1,2
810,3,60,50,1,26,239.0,2,19,0.0,1,2,4
811,3,28,22,1,3,23.0,3,1,0.0,0,5,1
812,2,39,39,0,19,29.0,4,6,0.0,0,1,2
813,3,65,39,1,18,32.0,2,15,0.0,0,4,3
814,3,29,31,0,7,30.0,3,7,0.0,1,1,3
815,3,28,36,0,8,57.0,2,13,0.0,1,2,3
816,1,2,18,0,0,20.0,2,0,0.0,0,1,3
817,3,67,52,0,13,248.0,2,20,0.0,1,3,3
818,3,5,35,1,9,59.0,3,8,0.0,1,5,4
819,3,48,35,0,10,24.0,2,6,0.0,0,1,3
820,2,10,26,1,4,25.0,1,4,0.0,1,3,1
821,2,17,28,0,3,37.0,3,2,0.0,1,1,3
822,1,21,24,1,0,30.0,4,0,0.0,1,5,4
823,2,25,51,0,9,66.0,4,13,0.0,0,2,4
824,3,44,31,0,8,16.0,1,3,0.0,0,1,1
825,2,59,49,0,28,429.0,4,23,0.0,1,2,4
826,2,11,26,0,7,20.0,2,4,0.0,0,1,1
827,2,50,68,1,32,262.0,3,28,0.0,0,2,3
828,3,23,25,1,2,28.0,3,1,0.0,1,5,2
829,1,17,19,0,0,18.0,2,0,0.0,1,2,2
830,1,15,62,1,3,144.0,3,21,0.0,0,2,3
831,2,68,57,1,38,33.0,1,9,0.0,1,2,2
832,1,69,42,1,23,19.0,3,0,0.0,1,2,1
833,1,30,24,1,3,30.0,1,7,0.0,1,5,1
834,3,22,30,0,8,41.0,2,8,0.0,0,1,3
835,2,10,20,1,1,20.0,2,0,0.0,1,4,1
836,1,72,59,1,12,65.0,3,21,0.0,1,6,2
837,2,34,24,1,5,17.0,4,0,0.0,1,2,3
838,2,43,49,1,18,66.0,1,22,0.0,0,4,3
839,3,31,37,1,15,18.0,4,5,0.0,0,3,4
840,2,6,27,1,5,26.0,4,2,0.0,0,5,1
841,2,48,42,0,21,46.0,4,4,0.0,0,1,3
842,2,50,25,0,6,19.0,1,5,0.0,0,3,1
843,3,20,41,1,19,58.0,2,6,0.0,1,2,2
844,3,61,73,0,10,25.0,1,21,1.0,0,1,1
845,2,6,21,0,0,15.0,2,1,0.0,1,1,1
846,2,1,22,0,2,35.0,2,2,0.0,0,1,1
847,1,21,43,0,13,41.0,2,1,0.0,1,1,4
848,3,7,32,0,1,71.0,4,3,0.0,0,2,4
849,3,65,56,1,19,608.0,3,34,0.0,1,2,4
850,1,64,37,0,10,44.0,4,9,0.0,1,1,2
851,3,4,30,0,0,41.0,2,0,0.0,0,2,3
852,1,67,45,1,22,83.0,3,11,0.0,1,2,2
853,2,22,35,0,12,28.0,2,3,0.0,0,2,2
854,3,51,37,1,17,101.0,2,10,0.0,1,2,3
855,1,50,28,0,6,28.0,1,10,0.0,1,1,3
856,1,31,47,1,18,35.0,2,0,0.0,0,2,1
857,3,4,28,0,0,39.0,2,3,0.0,1,1,3
858,3,60,56,0,19,51.0,4,11,0.0,0,1,4
859,3,7,31,1,12,31.0,2,7,0.0,1,6,1
860,3,20,40,0,2,209.0,4,15,0.0,1,1,2
861,2,19,23,1,4,37.0,3,1,0.0,1,4,3
862,3,58,37,1,5,64.0,4,8,0.0,1,2,4
863,3,65,64,0,20,88.0,3,26,0.0,1,1,4
864,3,72,61,1,34,61.0,1,8,0.0,0,3,2
865,3,8,42,0,3,66.0,3,10,0.0,0,1,4
866,2,33,40,1,14,19.0,3,5,0.0,0,2,1
867,3,18,34,1,4,42.0,2,14,0.0,1,5,4
868,2,24,31,1,6,41.0,2,13,0.0,0,5,3
869,3,70,36,0,8,50.0,1,15,0.0,1,1,2
870,1,7,38,0,4,70.0,4,4,0.0,0,1,4
871,3,70,59,0,27,85.0,1,19,0.0,1,1,3
872,2,20,48,1,21,45.0,3,2,0.0,1,2,3
873,3,54,32,1,12,27.0,1,9,0.0,0,2,2
874,3,36,48,0,28,29.0,1,2,0.0,0,1,1
875,3,71,53,1,29,48.0,4,0,0.0,1,2,3
876,1,17,41,0,4,32.0,2,3,0.0,0,1,3
877,1,18,45,1,17,43.0,1,9,0.0,0,3,3
878,1,16,27,0,8,16.0,5,0,0.0,1,1,4
879,3,38,30,1,6,22.0,2,3,0.0,1,2,2
880,1,52,45,1,19,40.0,3,9,0.0,1,3,4
881,1,46,48,1,12,256.0,3,25,0.0,0,6,4
882,2,31,46,0,23,144.0,4,13,0.0,0,1,3
883,2,23,31,0,10,45.0,4,0,0.0,0,2,2
884,2,38,56,1,34,34.0,2,0,0.0,1,3,3
885,2,50,54,0,15,248.0,3,28,0.0,1,1,3
886,2,16,49,0,17,41.0,2,5,0.0,0,1,4
887,2,14,34,1,4,27.0,4,1,0.0,1,2,4
888,2,30,52,0,23,17.0,3,3,0.0,1,1,2
889,3,22,47,1,0,44.0,4,11,0.0,1,3,4
890,1,38,55,1,12,135.0,2,24,0.0,0,4,4
891,3,59,26,1,3,41.0,4,1,0.0,1,3,2
892,2,54,55,0,1,587.0,3,33,0.0,0,1,3
893,3,9,40,0,13,38.0,4,7,0.0,1,1,4
894,1,67,67,1,38,49.0,2,10,0.0,1,2,2
895,2,24,44,0,19,33.0,3,0,0.0,1,2,1
896,2,12,55,1,13,36.0,1,5,0.0,1,2,2
897,1,26,47,0,13,54.0,3,0,0.0,0,1,2
898,2,3,32,0,4,58.0,2,11,0.0,0,4,4
899,2,20,46,0,2,23.0,5,4,0.0,1,2,4
900,3,5,52,1,0,97.0,5,9,0.0,0,2,4
901,3,58,53,0,19,207.0,3,12,0.0,1,1,4
902,1,54,28,1,2,21.0,3,3,0.0,0,4,1
903,2,52,39,0,6,119.0,3,18,0.0,1,1,1
904,2,38,30,1,10,25.0,1,5,0.0,1,4,1
905,2,19,46,0,5,59.0,3,17,0.0,0,1,1
906,2,22,33,1,2,24.0,1,3,0.0,0,4,1
907,1,49,35,1,15,113.0,4,4,0.0,0,5,2
908,3,5,39,0,0,22.0,1,0,0.0,1,2,3
909,2,18,69,0,28,11.0,1,17,1.0,0,1,1
910,3,43,29,0,4,33.0,1,13,0.0,1,4,3
911,3,17,50,0,2,205.0,5,19,0.0,0,1,4
912,2,37,33,0,4,41.0,3,8,0.0,1,3,2
913,2,8,39,0,0,39.0,1,7,0.0,1,1,1
914,2,51,46,1,8,107.0,2,21,0.0,1,6,3
915,1,71,55,1,11,198.0,1,31,0.0,1,3,3
916,1,56,53,1,23,100.0,5,14,0.0,1,2,2
917,3,70,68,0,21,1131.0,2,45,0.0,0,1,3
918,1,62,53,0,14,360.0,3,26,0.0,1,2,3
919,1,50,52,1,22,162.0,2,27,0.0,1,2,4
920,3,1,31,0,3,29.0,5,2,0.0,1,3,1
921,3,15,26,0,1,38.0,4,1,0.0,0,2,4
922,3,72,55,1,24,82.0,3,25,0.0,1,2,2
923,2,69,47,1,10,159.0,2,24,0.0,0,4,3
924,2,32,44,0,10,201.0,2,24,0.0,0,1,3
925,1,19,25,1,6,27.0,4,0,0.0,1,2,3
926,2,42,54,0,19,57.0,3,10,0.0,1,1,4
927,3,51,49,0,29,45.0,1,16,0.0,0,1,1
928,2,32,22,1,2,17.0,2,2,0.0,1,4,3
